TIPO,ENTIDAD,EJERCICIO,ORGÁNICO,PROGRAMA,ECONÓMICO,IMPORTE
"G","10909",2015,"00","1611","10100",95000
"G","10909",2015,"00","1611","10101",24000
"G","10909",2015,"00","1611","13000",15875913
"G","10909",2015,"00","1611","13001",10759
"G","10909",2015,"00","1611","13002",3465759
"G","10909",2015,"00","1611","13100",434826
"G","10909",2015,"00","1611","16000",5444818
"G","10909",2015,"00","1611","16200",85504
"G","10909",2015,"00","1611","16205",361615
"G","10909",2015,"00","1611","16209",33000
"G","10909",2015,"00","1611","20300",400548
"G","10909",2015,"00","1611","20400",55000
"G","10909",2015,"00","1611","20600",2000
"G","10909",2015,"00","1611","20800",55222
"G","10909",2015,"00","1611","21200",1297905
"G","10909",2015,"00","1611","21300",7035112
"G","10909",2015,"00","1611","21600",495300
"G","10909",2015,"00","1611","21900",707529
"G","10909",2015,"00","1611","22000",35160
"G","10909",2015,"00","1611","22001",7400
"G","10909",2015,"00","1611","22100",6864905
"G","10909",2015,"00","1611","22101",1648979
"G","10909",2015,"00","1611","22102",3295184
"G","10909",2015,"00","1611","22103",105000
"G","10909",2015,"00","1611","22111",1076669
"G","10909",2015,"00","1611","22112",182430
"G","10909",2015,"00","1611","22199",3921077
"G","10909",2015,"00","1611","22200",155300
"G","10909",2015,"00","1611","22201",151112
"G","10909",2015,"00","1611","22204",98182
"G","10909",2015,"00","1611","22300",483312
"G","10909",2015,"00","1611","22401",45000
"G","10909",2015,"00","1611","22402",252000
"G","10909",2015,"00","1611","22500",226425
"G","10909",2015,"00","1611","22501",119700
"G","10909",2015,"00","1611","22502",1014775
"G","10909",2015,"00","1611","22602",179900
"G","10909",2015,"00","1611","22700",238475
"G","10909",2015,"00","1611","22701",534795
"G","10909",2015,"00","1611","22706",913842
"G","10909",2015,"00","1611","22799",2264172
"G","10909",2015,"00","1611","23120",17250
"G","10909",2015,"00","1611","31004",1348657
"G","10909",2015,"00","1611","35900",49000
"G","10909",2015,"00","1611","62200",1051307
"G","10909",2015,"00","1611","62300",7670884
"G","10909",2015,"00","1611","62400",145000
"G","10909",2015,"00","1611","62500",35000
"G","10909",2015,"00","1611","62600",1062040
"G","10909",2015,"00","1611","62700",133800
"G","10909",2015,"00","1611","64800",264984
"G","10909",2015,"00","1611","91300",4219839
"I","10909",2015,"00","","30000",38969718
"I","10909",2015,"00","","30400",25657594
"I","10909",2015,"00","","36400",4387987
"I","10909",2015,"00","","39910",981271
"I","10909",2015,"00","","52000",115997
"I","10909",2015,"00","","59902",5578798
"G","11000",2015,"00","9209","10100","83219,7"
"G","11000",2015,"00","9209","13000","422914,57"
"G","11000",2015,"00","9209","13001",400
"G","11000",2015,"00","9209","13002","123383,22"
"G","11000",2015,"00","9209","16000",121320
"G","11000",2015,"00","9209","16200",1000
"G","11000",2015,"00","9209","16205",67600
"G","11000",2015,"00","9209","16209",6700
"G","11000",2015,"00","9209","20200",1
"G","11000",2015,"00","9209","20400",1
"G","11000",2015,"00","9209","20500",5500
"G","11000",2015,"00","9209","21200",1
"G","11000",2015,"00","9209","21300",7810
"G","11000",2015,"00","9209","21400",2000
"G","11000",2015,"00","9209","22000",4000
"G","11000",2015,"00","9209","22001","6976,05"
"G","11000",2015,"00","9209","22100",6000
"G","11000",2015,"00","9209","22101",360
"G","11000",2015,"00","9209","22103",4200
"G","11000",2015,"00","9209","22104",1750
"G","11000",2015,"00","9209","22110",750
"G","11000",2015,"00","9209","22111",3000
"G","11000",2015,"00","9209","22201",400
"G","11000",2015,"00","9209","22204",350
"G","11000",2015,"00","9209","22300",100
"G","11000",2015,"00","9209","22401",3300
"G","11000",2015,"00","9209","22502",16100
"G","11000",2015,"00","9209","22601",1
"G","11000",2015,"00","9209","22603",5000
"G","11000",2015,"00","9209","22699",6775
"G","11000",2015,"00","9209","22700",1
"G","11000",2015,"00","9209","22701",1
"G","11000",2015,"00","9209","23000",1000
"G","11000",2015,"00","9209","23010",1000
"G","11000",2015,"00","9209","23020",500
"G","11000",2015,"00","9209","23100",1000
"G","11000",2015,"00","9209","23110",1500
"G","11000",2015,"00","9209","23120",500
"G","11000",2015,"00","9209","23300",5000
"G","11000",2015,"00","9261","13000","4525263,22"
"G","11000",2015,"00","9261","13001",2000
"G","11000",2015,"00","9261","13002","1119129,84"
"G","11000",2015,"00","9261","16000",1265000
"G","11000",2015,"00","9261","16200",21000
"G","11000",2015,"00","9261","20600","488935,11"
"G","11000",2015,"00","9261","20900",17000
"G","11000",2015,"00","9261","21600","573173,92"
"G","11000",2015,"00","9261","21900",8000
"G","11000",2015,"00","9261","22002",22000
"G","11000",2015,"00","9261","22112",25750
"G","11000",2015,"00","9261","22199",40000
"G","11000",2015,"00","9261","22200","709030,51"
"G","11000",2015,"00","9261","22203","290369,28"
"G","11000",2015,"00","9261","22402",8000
"G","11000",2015,"00","9261","22706",77000
"G","11000",2015,"00","9261","22799",15000
"G","11000",2015,"00","9261","23020",3000
"G","11000",2015,"00","9261","23120",3000
"G","11000",2015,"00","9261","62600",105000
"G","11000",2015,"00","9261","64100",480000
"G","11000",2015,"00","9291","83002",10
"I","11000",2015,"00","","32901",2000
"I","11000",2015,"00","","39900",10
"I","11000",2015,"00","","40000","10117056,42"
"I","11000",2015,"00","","52000",5000
"I","11000",2015,"00","","70000",585000
"I","11000",2015,"00","","83003",10
"G","19910",2015,"00","1712","13000","531328,76"
"G","19910",2015,"00","1712","15000",21517
"G","19910",2015,"00","1712","16000","178372,4"
"G","19910",2015,"00","1712","16008",2700
"G","19910",2015,"00","1712","16202",18810
"G","19910",2015,"00","1712","16204",1125
"G","19910",2015,"00","1712","16205",11676
"G","19910",2015,"00","1712","16206",2700
"G","19910",2015,"00","1712","16400","3876,43"
"G","19910",2015,"00","1712","20300",3500
"G","19910",2015,"00","1712","21300",6000
"G","19910",2015,"00","1712","21400",1000
"G","19910",2015,"00","1712","22001",500
"G","19910",2015,"00","1712","22100",60000
"G","19910",2015,"00","1712","22101",5000
"G","19910",2015,"00","1712","22103",5000
"G","19910",2015,"00","1712","22104",2000
"G","19910",2015,"00","1712","22111",2000
"G","19910",2015,"00","1712","22199",31000
"G","19910",2015,"00","1712","22401",2000
"G","19910",2015,"00","1712","22502",250
"G","19910",2015,"00","1712","22602",3000
"G","19910",2015,"00","1712","22700",22000
"G","19910",2015,"00","1712","22701",140000
"G","19910",2015,"00","1712","22706",2000
"G","19910",2015,"00","1712","22799",105000
"G","19910",2015,"00","1712","48900","1586,42"
"G","19910",2015,"00","9209","13000","216830,43"
"G","19910",2015,"00","9209","15000","7521,4"
"G","19910",2015,"00","9209","16000","68640,51"
"G","19910",2015,"00","9209","16008",900
"G","19910",2015,"00","9209","16202",6270
"G","19910",2015,"00","9209","16204",375
"G","19910",2015,"00","9209","16205",4008
"G","19910",2015,"00","9209","16206",900
"G","19910",2015,"00","9209","16400","685,92"
"G","19910",2015,"00","9209","21600",1500
"G","19910",2015,"00","9209","22000",2000
"G","19910",2015,"00","9209","22002",500
"G","19910",2015,"00","9209","22201",500
"G","19910",2015,"00","9209","22203",250
"G","19910",2015,"00","9209","22204",500
"G","19910",2015,"00","9209","22601",1000
"G","19910",2015,"00","9209","22603",500
"G","19910",2015,"00","9209","23020",500
"G","19910",2015,"00","9209","23120",500
"G","19910",2015,"00","9209","83002",1
"G","19910",2015,"00","9209","83102",1
"I","19910",2015,"00","","30903",150000
"I","19910",2015,"00","","33900",188000
"I","19910",2015,"00","","33902",4926
"I","19910",2015,"00","","33904","8763,84"
"I","19910",2015,"00","","40000","1126058,43"
"I","19910",2015,"00","","52000",75
"I","19910",2015,"00","","83003",1
"I","19910",2015,"00","","83103",1
"G","20010",2015,"00","0111","31004","411908,77"
"G","20010",2015,"00","0111","35200",125000
"G","20010",2015,"00","0111","91300","2087383,98"
"G","20010",2015,"00","1501","10100","8583,34"
"G","20010",2015,"00","1501","13000","3174510,56"
"G","20010",2015,"00","1501","13002","472310,5"
"G","20010",2015,"00","1501","13100","5,73"
"G","20010",2015,"00","1501","13700","5,73"
"G","20010",2015,"00","1501","16000","932659,25"
"G","20010",2015,"00","1501","16200","5729,45"
"G","20010",2015,"00","1501","16201","13604,36"
"G","20010",2015,"00","1501","16202","5,73"
"G","20010",2015,"00","1501","16204","38247,81"
"G","20010",2015,"00","1501","16205","5,73"
"G","20010",2015,"00","1501","21000",65000
"G","20010",2015,"00","1501","21200",55000
"G","20010",2015,"00","1501","21300",17000
"G","20010",2015,"00","1501","21400",15000
"G","20010",2015,"00","1501","21500",55900
"G","20010",2015,"00","1501","21600","14662,33"
"G","20010",2015,"00","1501","21900",1
"G","20010",2015,"00","1501","22000",64000
"G","20010",2015,"00","1501","22001",2864
"G","20010",2015,"00","1501","22002",73500
"G","20010",2015,"00","1501","22103",15500
"G","20010",2015,"00","1501","22104",2000
"G","20010",2015,"00","1501","22105",700
"G","20010",2015,"00","1501","22110",7500
"G","20010",2015,"00","1501","22199",6000
"G","20010",2015,"00","1501","22201",40000
"G","20010",2015,"00","1501","22202",200
"G","20010",2015,"00","1501","22204",7250
"G","20010",2015,"00","1501","22500",5000
"G","20010",2015,"00","1501","22501",30000
"G","20010",2015,"00","1501","22502",5000
"G","20010",2015,"00","1501","22601",6000
"G","20010",2015,"00","1501","22602",80500
"G","20010",2015,"00","1501","22603",49000
"G","20010",2015,"00","1501","22604",80000
"G","20010",2015,"00","1501","22606",5000
"G","20010",2015,"00","1501","22699",46420
"G","20010",2015,"00","1501","22700",75000
"G","20010",2015,"00","1501","22701",150000
"G","20010",2015,"00","1501","22704","16133,32"
"G","20010",2015,"00","1501","22706","98284,58"
"G","20010",2015,"00","1501","22799","45711,85"
"G","20010",2015,"00","1501","23000",1000
"G","20010",2015,"00","1501","23010",4500
"G","20010",2015,"00","1501","23020",5100
"G","20010",2015,"00","1501","23100",1000
"G","20010",2015,"00","1501","23110",7500
"G","20010",2015,"00","1501","23120",7225
"G","20010",2015,"00","1501","23300",13700
"G","20010",2015,"00","1501","24000",10000
"G","20010",2015,"00","1501","83002",1
"G","20010",2015,"00","1511","10100","84271,14"
"G","20010",2015,"00","1511","13000","6953870,33"
"G","20010",2015,"00","1511","13002","971835,26"
"G","20010",2015,"00","1511","13100","5,73"
"G","20010",2015,"00","1511","13700","5,73"
"G","20010",2015,"00","1511","16000","2028999,58"
"G","20010",2015,"00","1511","16200","8594,18"
"G","20010",2015,"00","1511","16201","26943,7"
"G","20010",2015,"00","1511","16202","5,73"
"G","20010",2015,"00","1511","16204","82968,5"
"G","20010",2015,"00","1511","16205",60000
"G","20010",2015,"00","1511","22702",30000
"G","20010",2015,"00","1511","22706","337872,07"
"G","20010",2015,"00","1511","22799","670447,13"
"G","20010",2015,"00","1511","40000",1
"G","20010",2015,"00","1511","41000",1
"G","20010",2015,"00","1511","44900",75000
"G","20010",2015,"00","1511","48900",24033
"G","20010",2015,"00","1511","60000","2992880,33"
"G","20010",2015,"00","1511","62200","5206110,95"
"G","20010",2015,"00","1511","62500",360000
"G","20010",2015,"00","1511","62600",12000
"G","20010",2015,"00","1511","62700",100000
"G","20010",2015,"00","1511","63200","3982891,88"
"G","20010",2015,"00","1511","68100",9
"G","20010",2015,"00","1512","10100","83613,06"
"G","20010",2015,"00","1512","13000","2624429,35"
"G","20010",2015,"00","1512","13002","358225,52"
"G","20010",2015,"00","1512","13100","5,73"
"G","20010",2015,"00","1512","13700","5,73"
"G","20010",2015,"00","1512","16000","740725,67"
"G","20010",2015,"00","1512","16200","4583,57"
"G","20010",2015,"00","1512","16201","9422,93"
"G","20010",2015,"00","1512","16202","5,73"
"G","20010",2015,"00","1512","16204","22875,21"
"G","20010",2015,"00","1512","16205","5,73"
"G","20010",2015,"00","1512","22799",72000
"G","20010",2015,"00","1512","60900","6356346,02"
"G","20010",2015,"00","1512","61900","4507970,6"
"I","20010",2015,"00","","32100",3100000
"I","20010",2015,"00","","32200",20000
"I","20010",2015,"00","","32300",1000
"I","20010",2015,"00","","32301",1
"I","20010",2015,"00","","32500",6250
"I","20010",2015,"00","","32901",1
"I","20010",2015,"00","","33300",1
"I","20010",2015,"00","","33905",120000
"I","20010",2015,"00","","35000",1
"I","20010",2015,"00","","36000",750
"I","20010",2015,"00","","36100",1400
"I","20010",2015,"00","","36400",1
"I","20010",2015,"00","","38900",1
"I","20010",2015,"00","","39100",1
"I","20010",2015,"00","","39190",1
"I","20010",2015,"00","","39200",1
"I","20010",2015,"00","","39300",12000
"I","20010",2015,"00","","39610",3
"I","20010",2015,"00","","39700",1
"I","20010",2015,"00","","39710",1
"I","20010",2015,"00","","39900",2
"I","20010",2015,"00","","39901",1
"I","20010",2015,"00","","39902",1
"I","20010",2015,"00","","39930",1
"I","20010",2015,"00","","40000","20010256,33"
"I","20010",2015,"00","","52000",7000
"I","20010",2015,"00","","54100",1
"I","20010",2015,"00","","55090",248786
"I","20010",2015,"00","","55200",177413
"I","20010",2015,"00","","59900",1
"I","20010",2015,"00","","60200",20000
"I","20010",2015,"00","","68000",2
"I","20010",2015,"00","","70000","18669839,78"
"I","20010",2015,"00","","77000",4848355
"I","20010",2015,"00","","78001",1
"I","20010",2015,"00","","83003",1
"G","25000",2015,"00","0111","31004",25548
"G","25000",2015,"00","2319","48900",20000
"G","25000",2015,"00","2411","13100",252989
"G","25000",2015,"00","2411","15000",13080
"G","25000",2015,"00","2411","16000",71981
"G","25000",2015,"00","2411","20200",6533
"G","25000",2015,"00","2411","22602",11706
"G","25000",2015,"00","2411","22799",12000
"G","25000",2015,"00","2411","47000",1000000
"G","25000",2015,"00","2411","48100",10000
"G","25000",2015,"00","2413","21200",2118
"G","25000",2015,"00","2413","21500",1960
"G","25000",2015,"00","2413","21600",2027
"G","25000",2015,"00","2413","22000",5945
"G","25000",2015,"00","2413","22002",3600
"G","25000",2015,"00","2413","22101",460
"G","25000",2015,"00","2413","22200",1808
"G","25000",2015,"00","2413","22602",12693
"G","25000",2015,"00","2413","22606",4868
"G","25000",2015,"00","2413","22699",849
"G","25000",2015,"00","2413","22700",2420
"G","25000",2015,"00","2413","22799",2883
"G","25000",2015,"00","2413","23020",3240
"G","25000",2015,"00","2413","24000",2945
"G","25000",2015,"00","2413","26000",3100
"G","25000",2015,"00","3267","13100",55241
"G","25000",2015,"00","3267","15000",23442
"G","25000",2015,"00","3267","16000",17382
"G","25000",2015,"00","3267","22000",6840
"G","25000",2015,"00","3267","22402",1840
"G","25000",2015,"00","3267","22602",89060
"G","25000",2015,"00","3267","22606",867812
"G","25000",2015,"00","3267","22799",8600
"G","25000",2015,"00","3267","48100",402362
"G","25000",2015,"00","3267","48900",34600
"G","25000",2015,"00","9209","10100",75271
"G","25000",2015,"00","9209","13000",233668
"G","25000",2015,"00","9209","13002",241811
"G","25000",2015,"00","9209","15000",16328
"G","25000",2015,"00","9209","16000",165092
"G","25000",2015,"00","9209","16202",6921
"G","25000",2015,"00","9209","16205",11585
"G","25000",2015,"00","9209","16206",2688
"G","25000",2015,"00","9209","20200",24143
"G","25000",2015,"00","9209","21200",12469
"G","25000",2015,"00","9209","21400",731
"G","25000",2015,"00","9209","21500",9688
"G","25000",2015,"00","9209","21600",3456
"G","25000",2015,"00","9209","22000",1860
"G","25000",2015,"00","9209","22001",534
"G","25000",2015,"00","9209","22002",3275
"G","25000",2015,"00","9209","22100",16739
"G","25000",2015,"00","9209","22101",2160
"G","25000",2015,"00","9209","22103",1842
"G","25000",2015,"00","9209","22106",303
"G","25000",2015,"00","9209","22110",115
"G","25000",2015,"00","9209","22199",1075
"G","25000",2015,"00","9209","22200",4410
"G","25000",2015,"00","9209","22201",2202
"G","25000",2015,"00","9209","22204",404
"G","25000",2015,"00","9209","22402",2680
"G","25000",2015,"00","9209","22502",202
"G","25000",2015,"00","9209","22601",536
"G","25000",2015,"00","9209","22602",19277
"G","25000",2015,"00","9209","22604",2544
"G","25000",2015,"00","9209","22606",20070
"G","25000",2015,"00","9209","22699",4183
"G","25000",2015,"00","9209","22700",24786
"G","25000",2015,"00","9209","22706",10157
"G","25000",2015,"00","9209","22799",1540
"G","25000",2015,"00","9209","23010",100
"G","25000",2015,"00","9209","23020",345
"G","25000",2015,"00","9209","23110",200
"G","25000",2015,"00","9209","23120",2250
"G","25000",2015,"00","9209","24000",6838
"G","25000",2015,"00","9209","26000",9000
"G","25000",2015,"00","9209","40000",1
"G","25000",2015,"00","9209","41000",1
"G","25000",2015,"00","9209","44900",39751
"G","25000",2015,"00","9291","82001",1
"G","25000",2015,"00","9291","83002",1
"I","25000",2015,"00","","40000",3964213
"I","25000",2015,"00","","52000",950
"I","25000",2015,"00","","82001",1
"I","25000",2015,"00","","83002",1
"G","25100",2015,"01","3321","13000","145646,86"
"G","25100",2015,"01","3321","15000","2993,02"
"G","25100",2015,"01","3321","16000","43624,04"
"G","25100",2015,"01","3321","16204",1125
"G","25100",2015,"01","3321","16205","1258,96"
"G","25100",2015,"01","3321","62900",12000
"G","25100",2015,"01","3339","13000","217052,14"
"G","25100",2015,"01","3339","15000","4489,53"
"G","25100",2015,"01","3339","16000","61879,8"
"G","25100",2015,"01","3339","16204","1687,5"
"G","25100",2015,"01","3339","16205","1888,44"
"G","25100",2015,"01","3339","20800",1
"G","25100",2015,"01","3339","20900",2000
"G","25100",2015,"01","3339","22300",100000
"G","25100",2015,"01","3339","22402",36000
"G","25100",2015,"01","3339","22601",500
"G","25100",2015,"01","3339","22602",13200
"G","25100",2015,"01","3339","22606",5500
"G","25100",2015,"01","3339","22701",199924
"G","25100",2015,"01","3339","22706",1000
"G","25100",2015,"01","3339","22799","302875,47"
"G","25100",2015,"01","3339","23020",7000
"G","25100",2015,"01","3339","23120",8000
"G","25100",2015,"01","3339","24000",45000
"G","25100",2015,"01","9209","10100","89571,36"
"G","25100",2015,"01","9209","13000","269028,14"
"G","25100",2015,"01","9209","13100",1
"G","25100",2015,"01","9209","15000","4489,54"
"G","25100",2015,"01","9209","16000","77753,99"
"G","25100",2015,"01","9209","16204","1687,5"
"G","25100",2015,"01","9209","16205","1888,43"
"G","25100",2015,"01","9209","20200","155240,92"
"G","25100",2015,"01","9209","20300",1
"G","25100",2015,"01","9209","20400",1
"G","25100",2015,"01","9209","21200",21000
"G","25100",2015,"01","9209","21300",30000
"G","25100",2015,"01","9209","21400",600
"G","25100",2015,"01","9209","21500",225
"G","25100",2015,"01","9209","21900",1000
"G","25100",2015,"01","9209","22000",2500
"G","25100",2015,"01","9209","22001",1200
"G","25100",2015,"01","9209","22002",1000
"G","25100",2015,"01","9209","22100",50000
"G","25100",2015,"01","9209","22101",900
"G","25100",2015,"01","9209","22103",900
"G","25100",2015,"01","9209","22104",360
"G","25100",2015,"01","9209","22106",300
"G","25100",2015,"01","9209","22110",400
"G","25100",2015,"01","9209","22199",6000
"G","25100",2015,"01","9209","22201",1000
"G","25100",2015,"01","9209","22204",1000
"G","25100",2015,"01","9209","22400",1000
"G","25100",2015,"01","9209","22401",800
"G","25100",2015,"01","9209","22500",100
"G","25100",2015,"01","9209","22606",300
"G","25100",2015,"01","9209","22699",600
"G","25100",2015,"01","9209","22700",32000
"G","25100",2015,"01","9209","23000",500
"G","25100",2015,"01","9209","23010",1600
"G","25100",2015,"01","9209","23100",500
"G","25100",2015,"01","9209","23110",1500
"G","25100",2015,"01","9209","23300",1
"G","25100",2015,"02","3339","20800",1000000
"G","25100",2015,"02","3339","20900",11500
"G","25100",2015,"02","3339","22300",500000
"G","25100",2015,"02","3339","22402",60000
"G","25100",2015,"02","3339","22601",500
"G","25100",2015,"02","3339","22602",100200
"G","25100",2015,"02","3339","22606",15900
"G","25100",2015,"02","3339","22701","356161,64"
"G","25100",2015,"02","3339","22706",585000
"G","25100",2015,"02","3339","22799",987000
"G","25100",2015,"02","3339","23020",3000
"G","25100",2015,"02","3339","23120",4000
"G","25100",2015,"02","3339","23300",1
"G","25100",2015,"02","3339","24000",82500
"G","25100",2015,"02","3339","62300",20000
"G","25100",2015,"02","3339","62900",20000
"G","25100",2015,"02","9209","21200",65000
"G","25100",2015,"02","9209","21300",150000
"G","25100",2015,"02","9209","21400",600
"G","25100",2015,"02","9209","21500",225
"G","25100",2015,"02","9209","21900",10000
"G","25100",2015,"02","9209","22000",2500
"G","25100",2015,"02","9209","22001",1200
"G","25100",2015,"02","9209","22002",1000
"G","25100",2015,"02","9209","22100",100000
"G","25100",2015,"02","9209","22101",1800
"G","25100",2015,"02","9209","22103",1500
"G","25100",2015,"02","9209","22104",500
"G","25100",2015,"02","9209","22106",300
"G","25100",2015,"02","9209","22110",1000
"G","25100",2015,"02","9209","22199",12000
"G","25100",2015,"02","9209","22201",2000
"G","25100",2015,"02","9209","22204",1000
"G","25100",2015,"02","9209","22400",5000
"G","25100",2015,"02","9209","22401",2000
"G","25100",2015,"02","9209","22500",300
"G","25100",2015,"02","9209","22606",500
"G","25100",2015,"02","9209","22699",600
"G","25100",2015,"02","9209","22700",85000
"G","25100",2015,"02","9209","23000",500
"G","25100",2015,"02","9209","23010",1000
"G","25100",2015,"02","9209","23100",500
"G","25100",2015,"02","9209","23110",1500
"G","25100",2015,"02","9209","62300",12000
"G","25100",2015,"02","9209","62500",22000
"G","25100",2015,"03","3339","20800",400000
"G","25100",2015,"03","3339","20900",11500
"G","25100",2015,"03","3339","22300",900000
"G","25100",2015,"03","3339","22402",130000
"G","25100",2015,"03","3339","22601",500
"G","25100",2015,"03","3339","22602",100200
"G","25100",2015,"03","3339","22606",21900
"G","25100",2015,"03","3339","22701","356161,64"
"G","25100",2015,"03","3339","22706",75000
"G","25100",2015,"03","3339","22799",1024000
"G","25100",2015,"03","3339","23020",4000
"G","25100",2015,"03","3339","23120",6000
"G","25100",2015,"03","3339","24000",121500
"G","25100",2015,"03","3339","62300",20000
"G","25100",2015,"03","3339","62900",10000
"G","25100",2015,"03","9209","21200",50000
"G","25100",2015,"03","9209","21300",150000
"G","25100",2015,"03","9209","21500",225
"G","25100",2015,"03","9209","21900",10000
"G","25100",2015,"03","9209","22000",2500
"G","25100",2015,"03","9209","22001",1200
"G","25100",2015,"03","9209","22002",1000
"G","25100",2015,"03","9209","22100",100000
"G","25100",2015,"03","9209","22101",1800
"G","25100",2015,"03","9209","22104",500
"G","25100",2015,"03","9209","22106",300
"G","25100",2015,"03","9209","22110",1000
"G","25100",2015,"03","9209","22199",12000
"G","25100",2015,"03","9209","22201",2000
"G","25100",2015,"03","9209","22204",1000
"G","25100",2015,"03","9209","22400",5000
"G","25100",2015,"03","9209","22606",500
"G","25100",2015,"03","9209","22699",600
"G","25100",2015,"03","9209","22700",85000
"G","25100",2015,"03","9209","23000",500
"G","25100",2015,"03","9209","23010",1000
"G","25100",2015,"03","9209","23100",500
"G","25100",2015,"03","9209","23110",1500
"G","25100",2015,"03","9209","23300",1
"G","25100",2015,"03","9209","62300",62000
"G","25100",2015,"03","9209","62400",2000
"G","25100",2015,"03","9209","62500",22000
"I","25100",2015,"00","","34402",1722000
"I","25100",2015,"00","","36000",10000
"I","25100",2015,"00","","36900",32000
"I","25100",2015,"00","","40000","6687769,92"
"I","25100",2015,"00","","47000",850000
"I","25100",2015,"00","","52000",1000
"I","25100",2015,"00","","55090",90000
"I","25100",2015,"00","","59901",299000
"I","25100",2015,"00","","70000",202000
"G","28909",2015,"00","3401","10100","72616,44"
"G","28909",2015,"00","3401","13000","690815,07"
"G","28909",2015,"00","3401","15000","17699,03"
"G","28909",2015,"00","3401","16000","208534,67"
"G","28909",2015,"00","3401","16200",1000
"G","28909",2015,"00","3401","16209",2275
"G","28909",2015,"00","3401","20300","146550,92"
"G","28909",2015,"00","3401","21200",2750
"G","28909",2015,"00","3401","21300",2750
"G","28909",2015,"00","3401","21500",500
"G","28909",2015,"00","3401","22000",4000
"G","28909",2015,"00","3401","22100",132000
"G","28909",2015,"00","3401","22101",12000
"G","28909",2015,"00","3401","22102",22000
"G","28909",2015,"00","3401","22103",700
"G","28909",2015,"00","3401","22105",500
"G","28909",2015,"00","3401","22199",35800
"G","28909",2015,"00","3401","22200",10480
"G","28909",2015,"00","3401","22201",500
"G","28909",2015,"00","3401","22204",250
"G","28909",2015,"00","3401","22401",650
"G","28909",2015,"00","3401","22402",10531
"G","28909",2015,"00","3401","22502",13650
"G","28909",2015,"00","3401","22601",1500
"G","28909",2015,"00","3401","22602",2500
"G","28909",2015,"00","3401","22700",191848
"G","28909",2015,"00","3401","22701",18180
"G","28909",2015,"00","3401","22799","740756,08"
"G","28909",2015,"00","3401","23010",3500
"G","28909",2015,"00","3401","23020",2500
"G","28909",2015,"00","3401","23110",1500
"G","28909",2015,"00","3401","23120",2000
"G","28909",2015,"00","3401","35900",500
"G","28909",2015,"00","3401","62900","28176,61"
"G","28909",2015,"00","3401","63200","70423,39"
"G","28909",2015,"00","3401","63300",1400
"I","28909",2015,"00","","34300",28315
"I","28909",2015,"00","","40100","1607084,83"
"I","28909",2015,"00","","52000",500
"I","28909",2015,"00","","55500","737436,38"
"I","28909",2015,"00","","59902",121273
"I","28909",2015,"00","","70100",100000
"G","30909",2015,"00","1331","10100","41528,57"
"G","30909",2015,"00","1331","10101",7650
"G","30909",2015,"00","1331","13000","2328673,73"
"G","30909",2015,"00","1331","16000","787787,44"
"G","30909",2015,"00","1331","16209","40794,68"
"G","30909",2015,"00","1331","20900","331,5"
"G","30909",2015,"00","1331","21200","297598,61"
"G","30909",2015,"00","1331","21300","455932,24"
"G","30909",2015,"00","1331","22000","29312,25"
"G","30909",2015,"00","1331","22001","14810,4"
"G","30909",2015,"00","1331","22100","226488,59"
"G","30909",2015,"00","1331","22101","11339,82"
"G","30909",2015,"00","1331","22103","27769,5"
"G","30909",2015,"00","1331","22104","27886,6"
"G","30909",2015,"00","1331","22199","46743,44"
"G","30909",2015,"00","1331","22200","81745,69"
"G","30909",2015,"00","1331","22201","6659,85"
"G","30909",2015,"00","1331","22400","28219,41"
"G","30909",2015,"00","1331","22401","16135,33"
"G","30909",2015,"00","1331","22402","20692,05"
"G","30909",2015,"00","1331","22500","5453,28"
"G","30909",2015,"00","1331","22502","282332,14"
"G","30909",2015,"00","1331","22602","33408,57"
"G","30909",2015,"00","1331","22700","304344,1"
"G","30909",2015,"00","1331","22701","658520,33"
"G","30909",2015,"00","1331","22706","250091,38"
"G","30909",2015,"00","1331","22799","260291,12"
"G","30909",2015,"00","1331","31004","822839,41"
"G","30909",2015,"00","1331","60900","221177,31"
"G","30909",2015,"00","1331","62200","27769,5"
"G","30909",2015,"00","1331","62400","55983,72"
"G","30909",2015,"00","1331","62500","1851,3"
"G","30909",2015,"00","1331","62600","16661,7"
"G","30909",2015,"00","1331","62700",30855
"G","30909",2015,"00","1331","91300","1800871,94"
"I","30909",2015,"00","","32600","559880,64"
"I","30909",2015,"00","","33000","754627,2"
"I","30909",2015,"00","","36401","324204,94"
"I","30909",2015,"00","","59900","7155479,46"
"I","30909",2015,"00","","61909","468048,64"
"I","30909",2015,"00","","91300","133121,22"
"G","35909",2015,"00","3346","10100",55000
"G","35909",2015,"00","3346","10101",8700
"G","35909",2015,"00","3346","13000",632380
"G","35909",2015,"00","3346","13100",198600
"G","35909",2015,"00","3346","16000",249900
"G","35909",2015,"00","3346","16200",1200
"G","35909",2015,"00","3346","20200",15000
"G","35909",2015,"00","3346","20300",40000
"G","35909",2015,"00","3346","20400",6500
"G","35909",2015,"00","3346","20600",500
"G","35909",2015,"00","3346","20800",6000
"G","35909",2015,"00","3346","20900",12500
"G","35909",2015,"00","3346","21200",6100
"G","35909",2015,"00","3346","21300",16000
"G","35909",2015,"00","3346","21400",500
"G","35909",2015,"00","3346","21900",1500
"G","35909",2015,"00","3346","22000",6000
"G","35909",2015,"00","3346","22001",500
"G","35909",2015,"00","3346","22002",5000
